#序号,任务名称,npcId,对话npc,任务提示,背景描述,奖励描述,任务类型名称,任务类型（主线任务1）,能否放弃,接受和完成任务接听（1：接受新任务  2：完成任务）,任务跟踪完成信息XML,任务跟踪完成信息普通文本,寻路链接参数（根据不同协议，提供不同超链接给显示内容）
TaskId_kn,TaskName_s,NpcIds_s,NpcNames_s,TaskTips_s,TaskBackground_s,TaskPrize_s,TaskTypeName_s,TaskType_n,Cancel_n,Listen_t1,TraceXMLContent_s,TraceContent_s,FindLink_t
1001,穿戴一件装备,10001,桤木西,完成装备穿戴,完成装备穿戴,,主线,1,,,完成装备穿戴#lime（已完成),与%s对话,
1003,技能升级1次,10001,桤木西,完成技能升级,完成技能升级,,主线,1,,,完成技能升级#lime（已完成),与%s对话,
1005,东海龙宫1_1,10001,桤木西,通关东海龙宫1_1,通关东海龙宫1_1,,主线,1,,,通关东海龙宫1_1#lime（已完成),与%s对话,
1007,宠物升级1次,10001,桤木西,完成宠物升级,完成宠物升级,,主线,1,,,完成宠物升级#lime（已完成),与%s对话,
1009,技能升级3次,10001,桤木西,完成技能升级3次,完成技能升级3次,,主线,1,,,完成技能升级4次#lime（已完成),与%s对话,
1011,东海龙宫1_2,10001,桤木西,通关东海龙宫1_2,通关东海龙宫1_2,,主线,1,,,通关东海龙宫1_2#lime（已完成),与%s对话,
1013,升级宠物4次,10001,桤木西,完成升级宠物4次,完成升级宠物4次,,主线,1,,,完成升级宠物5次#lime（已完成),与%s对话,
1015,穿戴5件装备,10001,桤木西,完成穿戴5件装备,完成穿戴5件装备,,主线,1,,,完成穿戴5件装备#lime（已完成),与%s对话,
1017,东海龙宫1_3,10001,桤木西,通关东海龙宫1_3,通关东海龙宫1_3,,主线,1,,,通关东海龙宫1_3#lime（已完成),与%s对话,
1019,强化提升5次,10001,桤木西,完成强化提升5次,完成强化提升5次,,主线,1,,,完成强化提升5次#lime（已完成),与%s对话,
1021,等级升到8级,10001,桤木西,完成等级升到8级,完成等级升到8级,,主线,1,,,完成等级升到8级#lime（已完成),与%s对话,
1023,东海龙宫1_4,10001,桤木西,通关东海龙宫1_4,通关东海龙宫1_4,,主线,1,,,通关东海龙宫1_4#lime（已完成),与%s对话,
1025,世界频道发言,10001,桤木西,完成世界频道发言一次,完成世界频道发言一次,,主线,1,,,完成世界频道发言一次#lime（已完成),与%s对话,
